spice,area,cca3,continent,production,consumption
Chillies (green),Cameroon,CMR,Africa,55024.2,55026.2
Chillies (green),Canada,CAN,North America,67069.0,39832.9
Chillies (green),Chad,TCD,Africa,0.0,0.3
Chillies (green),Chile,CHL,South America,57604.7,57541.0
Chillies (green),"China, Hong Kong SAR",HKG,Asia,0.0,2248.9
Chillies (green),"China, Macao SAR",MAC,Asia,0.0,2702.2
Chillies (green),"China, mainland",CHN,Asia,17104871.2,16976365.8
Chillies (green),"China, Taiwan Province of",TWN,Asia,29608.9,32583.4
Chillies (green),Comoros,COM,Africa,0.0,1.1
Chillies (green),Congo,COG,Africa,0.0,4.9
Chillies (green),Cook Islands,COK,Oceania,0.5,11.5
Chillies (green),Costa Rica,CRI,North America,604.4,671.3
Chillies (green),Côte d'Ivoire,CIV,Africa,27957.3,40427.5
Chillies (green),Croatia,HRV,Europe,7870.0,27239.1
Chillies (green),Cuba,CUB,North America,68844.2,68800.3
Chillies (green),Cyprus,CYP,Europe,1060.0,2943.0
Chillies (green),Czechia,CZE,Europe,13150.0,51734.6
Chillies (green),Democratic People's Republic of Korea,PRK,Asia,49366.0,49383.0
Chillies (green),Democratic Republic of the Congo,COD,Africa,0.0,5.8
Chillies (green),Denmark,DNK,Europe,0.0,21052.2
Chillies (green),Djibouti,DJI,Africa,16.0,785.5
Chillies (green),Dominica,DMA,North America,741.9,728.3
Chillies (green),Dominican Republic,DOM,North America,65314.3,49694.3
Chillies (green),Ecuador,ECU,South America,8470.8,8455.3
Chillies (green),Egypt,EGY,Africa,1065143.3,1060820.8
Chillies (green),El Salvador,SLV,North America,12921.4,23851.0
Chillies (green),Equatorial Guinea,GNQ,Africa,0.0,35.6
Chillies (green),Estonia,EST,Europe,0.0,4259.9
Chillies (green),Eswatini,SWZ,Africa,0.0,380.9
Chillies (green),Ethiopia,ETH,Africa,47442.1,46376.0
Chillies (green),Faroe Islands,FRO,Europe,0.0,152.6
Chillies (green),Fiji,FJI,Oceania,2501.3,2782.0
Chillies (green),Finland,FIN,Europe,1610.0,16271.7
Chillies (green),France,FRA,Europe,24970.0,141281.7
Chillies (green),French Polynesia,PYF,Oceania,183.2,261.6
Chillies (green),Gabon,GAB,Africa,48.1,57.2
Chillies (green),Gambia,GMB,Africa,0.0,-264.4
Chillies (green),Georgia,GEO,Asia,12000.0,17424.4
Chillies (green),Germany,DEU,Europe,16160.0,390221.9
Chillies (green),Ghana,GHA,Africa,120664.9,120724.5
Chillies (green),Greece,GRC,Europe,108400.0,95880.4
Chillies (green),Grenada,GRD,North America,0.0,69.9
Chillies (green),Guatemala,GTM,North America,88569.5,69732.7
Chillies (green),Guinea,GIN,Africa,0.0,846.5
Chillies (green),Guyana,GUY,South America,13621.0,13704.3
Chillies (green),Honduras,HND,North America,31353.5,18166.1
Chillies (green),Hungary,HUN,Europe,91480.0,81276.1
Chillies (green),Iceland,ISL,Europe,0.0,1598.9
Chillies (green),Iran (Islamic Republic of),IRN,Asia,93799.9,66769.5
Chillies (green),Iraq,IRQ,Asia,12239.0,44239.0
Chillies (green),Ireland,IRL,Europe,0.0,23646.4
Chillies (green),Israel,ISR,Asia,117760.0,88347.9
Chillies (green),Italy,ITA,Europe,227510.0,296402.0
Chillies (green),Jamaica,JAM,North America,22234.0,22169.8
Chillies (green),Japan,JPN,Asia,146755.3,172046.1
Chillies (green),Jordan,JOR,Asia,118880.0,74195.0
Chillies (green),Kazakhstan,KAZ,Asia,327423.7,346520.2
Chillies (green),Kiribati,KIR,Oceania,0.0,1.9
Chillies (green),Kuwait,KWT,Asia,13470.0,29759.2
Chillies (green),Kyrgyzstan,KGZ,Asia,8425.4,12153.6
Chillies (green),Lao People's Democratic Republic,LAO,Asia,17548.8,17498.9
Chillies (green),Latvia,LVA,Europe,0.0,4604.7
Chillies (green),Lebanon,LBN,Asia,8713.9,9654.5
Chillies (green),Lesotho,LSO,Africa,0.0,245.3
Chillies (green),Liberia,LBR,Africa,0.0,33.9
Chillies (green),Libya,LBY,Africa,28221.8,28234.7
Chillies (green),Lithuania,LTU,Europe,0.0,6720.4
Chillies (green),Luxembourg,LUX,Europe,0.0,1949.8
Chillies (green),Madagascar,MDG,Africa,560.7,509.5
Chillies (green),Malawi,MWI,Africa,714.3,727.2
Chillies (green),Malaysia,MYS,Asia,35046.1,113190.3
Chillies (green),Maldives,MDV,Asia,51.4,1715.2
Chillies (green),Mali,MLI,Africa,25140.0,23097.5
Chillies (green),Malta,MLT,Europe,0.0,1178.0
Chillies (green),Mauritania,MRT,Africa,0.0,79.3
Chillies (green),Mauritius,MUS,Africa,3172.0,3294.6
Chillies (green),Mexico,MEX,North America,3681061.5,2570727.8
Chillies (green),Mongolia,MNG,Asia,0.0,16604.3
Chillies (green),Montenegro,MNE,Europe,3217.1,6361.4
Chillies (green),Morocco,MAR,Africa,226067.5,51954.6
Chillies (green),Mozambique,MOZ,Africa,0.0,254.7
Chillies (green),Namibia,NAM,Africa,971.4,982.1
Chillies (green),Nauru,NRU,Oceania,0.0,3.1
Chillies (green),Nepal,NPL,Asia,86992.0,89232.0
Chillies (green),Netherlands (Kingdom of the),NLD,Europe,420000.0,106095.4
Chillies (green),New Caledonia,NCL,Oceania,0.0,143.3
Chillies (green),New Zealand,NZL,Oceania,4347.6,1629.6
Chillies (green),Nicaragua,NIC,North America,22116.3,21778.8
Chillies (green),Niger,NER,Africa,279574.9,279971.9
Chillies (green),Nigeria,NGA,Africa,773962.1,773318.6
Chillies (green),Niue,NIU,Oceania,0.0,0.6
Chillies (green),North Macedonia,MKD,Europe,247417.0,226851.0
Chillies (green),Norway,NOR,Europe,0.0,21049.6
Chillies (green),Oman,OMN,Asia,166943.0,168436.4
Chillies (green),Pakistan,PAK,Asia,0.0,-395.7
Chillies (green),Palestine,PSE,Asia,19926.6,19923.3
Chillies (green),Panama,PAN,North America,7642.5,7671.5
Chillies (green),Papua New Guinea,PNG,Oceania,0.0,4.0
Chillies (green),Paraguay,PRY,South America,13424.7,16149.9
Chillies (green),Poland,POL,Europe,286000.0,330443.3
Chillies (green),Portugal,PRT,Europe,46680.0,67711.5
Chillies (green),Qatar,QAT,Asia,5070.0,19366.1
Chillies (green),Republic of Korea,KOR,Asia,207258.1,186169.9
Chillies (green),Republic of Moldova,MDA,Europe,12144.0,15794.1
Chillies (green),Romania,ROU,Europe,104560.0,153326.3
Chillies (green),Russian Federation,RUS,Europe,0.0,83164.0
Chillies (green),Rwanda,RWA,Africa,4179.2,3062.8
Chillies (green),Saint Kitts and Nevis,KNA,North America,42.0,46.4
Chillies (green),Saint Lucia,LCA,North America,0.0,50.8
Chillies (green),Saint Vincent and the Grenadines,VCT,North America,330.0,334.5
Chillies (green),Samoa,WSM,Oceania,0.0,10.9
Chillies (green),Sao Tome and Principe,STP,Africa,14.2,15.6
Chillies (green),Saudi Arabia,SAU,Asia,128922.0,151501.8
Chillies (green),Senegal,SEN,Africa,0.0,4597.4
Chillies (green),Serbia,SRB,Europe,119396.4,128075.2
Chillies (green),Seychelles,SYC,Africa,0.0,492.5
Chillies (green),Sierra Leone,SLE,Africa,59492.5,59493.4
Chillies (green),Singapore,SGP,Asia,0.0,18705.8
Chillies (green),Slovakia,SVK,Europe,1560.0,23498.6
Chillies (green),Slovenia,SVN,Europe,2850.0,13558.8
Chillies (green),Solomon Islands,SLB,Oceania,0.0,0.5
Chillies (green),Somalia,SOM,Africa,0.0,0.7
Chillies (green),South Africa,ZAF,Africa,1161.2,1906.8
Chillies (green),South Sudan,SSD,Africa,0.0,0.1
Chillies (green),Spain,ESP,Europe,1389830.0,727556.5
Chillies (green),Sri Lanka,LKA,Asia,90456.0,90436.6
Chillies (green),Suriname,SUR,South America,0.0,55.5
Chillies (green),Sweden,SWE,Europe,40.0,31225.6
Chillies (green),Switzerland,CHE,Europe,517.0,39144.6
Chillies (green),Syrian Arab Republic,SYR,Asia,70203.0,70468.0
Chillies (green),Tajikistan,TJK,Asia,0.0,612.6
Chillies (green),Thailand,THA,Asia,19386.0,61692.2
Chillies (green),Timor-Leste,TLS,Asia,0.0,55.5
Chillies (green),Togo,TGO,Africa,0.0,210.0
Chillies (green),Tonga,TON,Oceania,0.0,1.2
Chillies (green),Trinidad and Tobago,TTO,North America,1760.0,2056.8
Chillies (green),Tunisia,TUN,Africa,444948.1,445043.1
Chillies (green),Türkiye,TUR,Asia,3081010.0,2899155.3
Chillies (green),Tuvalu,TUV,Oceania,0.0,0.5
Chillies (green),Uganda,UGA,Africa,0.0,-1225.0
Chillies (green),Ukraine,UKR,Europe,123850.0,142297.2
Chillies (green),United Arab Emirates,ARE,Asia,6071.6,63520.9
Chillies (green),United Kingdom of Great Britain and Northern Ireland,GBR,Europe,17090.3,247564.7
Chillies (green),United Republic of Tanzania,TZA,Africa,15874.1,15865.0
Chillies (green),United States of America,USA,North America,576743.0,1697097.0
Chillies (green),Uzbekistan,UZB,Asia,69273.7,58768.3
Chillies (green),Vanuatu,VUT,Oceania,17030.0,17041.0
Chillies (green),Viet Nam,VNM,Asia,0.0,-24245.7
Chillies (green),Yemen,YEM,Asia,16591.9,16587.5
Chillies (green),Zambia,ZMB,Africa,0.0,64.2
Cinnamon,Afghanistan,AFG,Asia,0.0,91.9
Cinnamon,Albania,ALB,Europe,0.0,38.9
Cinnamon,Algeria,DZA,Africa,0.0,780.1
Cinnamon,Angola,AGO,Africa,0.0,42.8
Cinnamon,Antigua and Barbuda,ATG,North America,0.0,20.5
Cinnamon,Argentina,ARG,South America,0.0,301.8
Cinnamon,Armenia,ARM,Asia,0.0,56.5
Cinnamon,Australia,AUS,Oceania,0.0,1042.5
Cinnamon,Austria,AUT,Europe,0.0,329.3
Cinnamon,Azerbaijan,AZE,Asia,0.0,74.3
Cinnamon,Bahamas,BHS,North America,0.0,9.4
Cinnamon,Bahrain,BHR,Asia,0.0,269.4
Cinnamon,Bangladesh,BGD,Asia,0.0,9288.0
Cinnamon,Barbados,BRB,North America,0.0,30.2
Cinnamon,Belarus,BLR,Europe,0.0,47.6
Cinnamon,Belgium,BEL,Europe,0.0,173.7
Cinnamon,Belize,BLZ,North America,0.0,0.7
Cinnamon,Benin,BEN,Africa,0.0,3.7
Cinnamon,Bhutan,BTN,Asia,0.0,2.2
Cinnamon,Bolivia (Plurinational State of),BOL,South America,0.0,610.4
Cinnamon,Bosnia and Herzegovina,BIH,Europe,0.0,38.3
Cinnamon,Botswana,BWA,Africa,0.0,34.7
Cinnamon,Brazil,BRA,South America,0.0,3670.9
Cinnamon,Brunei Darussalam,BRN,Asia,0.0,47.7
Cinnamon,Bulgaria,BGR,Europe,0.0,154.7
Cinnamon,Burkina Faso,BFA,Africa,0.0,16.2
Cinnamon,Burundi,BDI,Africa,0.0,0.0
Cinnamon,Cabo Verde,CPV,Africa,0.0,10.5
Cinnamon,Cambodia,KHM,Asia,0.0,0.3
Cinnamon,Cameroon,CMR,Africa,0.0,59.2
Cinnamon,Canada,CAN,North America,0.0,2370.1
Cinnamon,Central African Republic,CAF,Africa,0.0,31.2
Cinnamon,Chad,TCD,Africa,0.0,162.5
Cinnamon,Chile,CHL,South America,0.0,496.9
Cinnamon,"China, Hong Kong SAR",HKG,Asia,0.0,-84.9
Cinnamon,"China, Macao SAR",MAC,Asia,0.0,1.7
Cinnamon,"China, mainland",CHN,Asia,91892.2,30301.5
Cinnamon,"China, Taiwan Province of",TWN,Asia,0.0,1941.1
Cinnamon,Colombia,COL,South America,0.0,1219.0
Cinnamon,Comoros,COM,Africa,0.0,-14.8
Cinnamon,Congo,COG,Africa,0.0,3.9
Cinnamon,Cook Islands,COK,Oceania,0.0,0.1
Cinnamon,Costa Rica,CRI,North America,0.0,221.5
Cinnamon,Côte d'Ivoire,CIV,Africa,0.0,5.9
Cinnamon,Croatia,HRV,Europe,0.0,43.2
Cinnamon,Cuba,CUB,North America,0.0,2.9
Cinnamon,Cyprus,CYP,Europe,0.0,61.5
Cinnamon,Czechia,CZE,Europe,0.0,425.4
Cinnamon,Democratic People's Republic of Korea,PRK,Asia,0.0,0.2
Cinnamon,Democratic Republic of the Congo,COD,Africa,0.0,2.2
Cinnamon,Denmark,DNK,Europe,0.0,365.4
Cinnamon,Djibouti,DJI,Africa,0.0,-14.0
Cinnamon,Dominica,DMA,North America,33.9,35.0
Cinnamon,Dominican Republic,DOM,North America,0.0,1360.3
Cinnamon,Ecuador,ECU,South America,0.0,734.3
Cinnamon,Egypt,EGY,Africa,0.0,2420.3
Cinnamon,El Salvador,SLV,North America,0.0,251.3
Cinnamon,Equatorial Guinea,GNQ,Africa,0.0,0.8
Cinnamon,Estonia,EST,Europe,0.0,24.6
Cinnamon,Eswatini,SWZ,Africa,0.0,6.2
Cinnamon,Ethiopia,ETH,Africa,0.0,1825.0
Cinnamon,Faroe Islands,FRO,Europe,0.0,3.1
Cinnamon,Fiji,FJI,Oceania,0.0,39.1
Cinnamon,Finland,FIN,Europe,0.0,196.3
Cinnamon,France,FRA,Europe,0.0,997.7
Cinnamon,French Polynesia,PYF,Oceania,0.0,0.1
Cinnamon,Gabon,GAB,Africa,0.0,0.8
Cinnamon,Gambia,GMB,Africa,0.0,0.3
Cinnamon,Georgia,GEO,Asia,0.0,38.5
Cinnamon,Germany,DEU,Europe,0.0,2439.5
Cinnamon,Ghana,GHA,Africa,0.0,50.2
Cinnamon,Greece,GRC,Europe,0.0,634.9
Cinnamon,Grenada,GRD,North America,82.3,84.5
Cinnamon,Guatemala,GTM,North America,0.0,829.1
Cinnamon,Guinea,GIN,Africa,0.0,0.2
Cinnamon,Guinea-Bissau,GNB,Africa,0.0,0.4
Cinnamon,Guyana,GUY,South America,0.0,66.3
Cinnamon,Haiti,HTI,North America,0.0,9.2
Cinnamon,Honduras,HND,North America,0.0,240.1
Cinnamon,Hungary,HUN,Europe,0.0,290.5
Cinnamon,Iceland,ISL,Europe,0.0,21.7
Cinnamon,India,IND,Asia,0.0,40739.7
Cinnamon,Indonesia,IDN,Asia,55213.0,35049.5
Cinnamon,Iran (Islamic Republic of),IRN,Asia,0.0,3741.5
Cinnamon,Iraq,IRQ,Asia,0.0,1967.3
Cinnamon,Ireland,IRL,Europe,0.0,140.9
Cinnamon,Israel,ISR,Asia,0.0,372.8
Cinnamon,Italy,ITA,Europe,0.0,524.3
Cinnamon,Jamaica,JAM,North America,0.0,71.5
Cinnamon,Japan,JPN,Asia,0.0,2128.3
Cinnamon,Jordan,JOR,Asia,0.0,723.5
Cinnamon,Kazakhstan,KAZ,Asia,0.0,129.9
Cinnamon,Kenya,KEN,Africa,0.0,645.3
Cinnamon,Kiribati,KIR,Oceania,0.0,0.0
Cinnamon,Kuwait,KWT,Asia,0.0,843.4
Cinnamon,Kyrgyzstan,KGZ,Asia,0.0,6.6
Cinnamon,Lao People's Democratic Republic,LAO,Asia,0.0,-45.3
Cinnamon,Latvia,LVA,Europe,0.0,-26.9
Cinnamon,Lebanon,LBN,Asia,0.0,380.6
Cinnamon,Lesotho,LSO,Africa,0.0,1.4
Cinnamon,Liberia,LBR,Africa,0.0,13.2
Cinnamon,Libya,LBY,Africa,0.0,506.9
Cinnamon,Lithuania,LTU,Europe,0.0,57.8
Cinnamon,Luxembourg,LUX,Europe,0.0,7.8
Cinnamon,Madagascar,MDG,Africa,3248.5,1424.4
Cinnamon,Malawi,MWI,Africa,0.0,0.4
Cinnamon,Malaysia,MYS,Asia,0.0,1867.0
Cinnamon,Maldives,MDV,Asia,0.0,57.3
Cinnamon,Mali,MLI,Africa,0.0,3.1
Cinnamon,Malta,MLT,Europe,0.0,11.6
Cinnamon,Mauritania,MRT,Africa,0.0,1.6
Cinnamon,Mauritius,MUS,Africa,0.0,74.4
Cinnamon,Mexico,MEX,North America,0.0,8871.8
Cinnamon,Mongolia,MNG,Asia,0.0,0.4
Cinnamon,Montenegro,MNE,Europe,0.0,8.3
Cinnamon,Morocco,MAR,Africa,0.0,1978.9
Cinnamon,Mozambique,MOZ,Africa,0.0,10.2
Cinnamon,Myanmar,MMR,Asia,0.0,-60.1
Cinnamon,Namibia,NAM,Africa,0.0,-138.7
Cinnamon,Nauru,NRU,Oceania,0.0,0.0
Cinnamon,Nepal,NPL,Asia,0.0,-270.1
Cinnamon,Netherlands (Kingdom of the),NLD,Europe,0.0,59.8
Cinnamon,New Caledonia,NCL,Oceania,0.0,0.0
Cinnamon,New Zealand,NZL,Oceania,0.0,128.8
Cinnamon,Nicaragua,NIC,North America,0.0,273.1
Cinnamon,Niger,NER,Africa,0.0,0.1
Cinnamon,Nigeria,NGA,Africa,0.0,67.5
Cinnamon,Niue,NIU,Oceania,0.0,0.0
Cinnamon,North Macedonia,MKD,Europe,0.0,19.8
Cinnamon,Norway,NOR,Europe,0.0,219.9
Cinnamon,Oman,OMN,Asia,0.0,651.3
Cinnamon,Pakistan,PAK,Asia,0.0,6199.5
Cinnamon,Panama,PAN,North America,0.0,248.0
Cinnamon,Papua New Guinea,PNG,Oceania,0.0,3.6
Cinnamon,Paraguay,PRY,South America,0.0,18.1
Cinnamon,Peru,PER,South America,0.0,2350.8
Cinnamon,Philippines,PHL,Asia,0.0,149.0
Cinnamon,Poland,POL,Europe,0.0,956.5
Cinnamon,Portugal,PRT,Europe,0.0,695.7
Cinnamon,Qatar,QAT,Asia,0.0,349.7
Cinnamon,Republic of Korea,KOR,Asia,0.0,250.1
Cinnamon,Republic of Moldova,MDA,Europe,0.0,24.1
Cinnamon,Romania,ROU,Europe,0.0,295.8
Cinnamon,Russian Federation,RUS,Europe,0.0,496.6
Cinnamon,Rwanda,RWA,Africa,0.0,0.6
Cinnamon,Saint Kitts and Nevis,KNA,North America,0.0,0.0
Cinnamon,Saint Lucia,LCA,North America,0.0,-1.2
Cinnamon,Saint Vincent and the Grenadines,VCT,North America,0.0,0.2
Cinnamon,Samoa,WSM,Oceania,0.0,1.1
Cinnamon,Sao Tome and Principe,STP,Africa,57.7,58.0
Cinnamon,Saudi Arabia,SAU,Asia,0.0,4822.4
Cinnamon,Senegal,SEN,Africa,0.0,34.6
Cinnamon,Serbia,SRB,Europe,0.0,50.7
Cinnamon,Seychelles,SYC,Africa,0.0,-14.0
Cinnamon,Sierra Leone,SLE,Africa,0.0,-0.1
Cinnamon,Singapore,SGP,Asia,0.0,231.3
Cinnamon,Slovakia,SVK,Europe,0.0,105.0
Cinnamon,Slovenia,SVN,Europe,0.0,45.0
Cinnamon,Solomon Islands,SLB,Oceania,0.0,0.1
Cinnamon,Somalia,SOM,Africa,0.0,1156.0
Cinnamon,South Africa,ZAF,Africa,0.0,1023.2
Cinnamon,South Sudan,SSD,Africa,0.0,291.6
Cinnamon,Spain,ESP,Europe,0.0,1077.6
Cinnamon,Sri Lanka,LKA,Asia,22410.0,2749.9
Cinnamon,Sudan,SDN,Africa,0.0,1859.6
Cinnamon,Suriname,SUR,South America,0.0,6.9
Cinnamon,Sweden,SWE,Europe,0.0,597.1
Cinnamon,Switzerland,CHE,Europe,0.0,204.2
Cinnamon,Syrian Arab Republic,SYR,Asia,0.0,594.5
Cinnamon,Tajikistan,TJK,Asia,0.0,0.1
Cinnamon,Thailand,THA,Asia,0.0,1214.1
Cinnamon,Timor-Leste,TLS,Asia,124.3,124.4
Cinnamon,Tonga,TON,Oceania,0.0,0.0
Cinnamon,Trinidad and Tobago,TTO,North America,0.0,39.7
Cinnamon,Tunisia,TUN,Africa,0.0,58.8
Cinnamon,Türkiye,TUR,Asia,0.0,1622.5
Cinnamon,Uganda,UGA,Africa,0.0,60.7
Cinnamon,Ukraine,UKR,Europe,0.0,263.9
Cinnamon,United Arab Emirates,ARE,Asia,0.0,-76.1
Cinnamon,United Kingdom of Great Britain and Northern Ireland,GBR,Europe,0.0,2363.3
Cinnamon,United Republic of Tanzania,TZA,Africa,0.0,530.2
Cinnamon,United States of America,USA,North America,0.0,24921.1
Cinnamon,Uruguay,URY,South America,0.0,59.1
Cinnamon,Uzbekistan,UZB,Asia,0.0,66.8
Cinnamon,Vanuatu,VUT,Oceania,0.0,0.3
Cinnamon,Venezuela (Bolivarian Republic of),VEN,South America,0.0,56.6
Cinnamon,Viet Nam,VNM,Asia,65341.3,3026.8
Cinnamon,Yemen,YEM,Asia,0.0,1597.8
Cinnamon,Zambia,ZMB,Africa,0.0,4.9
Cinnamon,Zimbabwe,ZWE,Africa,0.0,5.8
Cloves,Afghanistan,AFG,Asia,0.0,145.8
Cloves,Albania,ALB,Europe,0.0,5.8
Cloves,Algeria,DZA,Africa,0.0,156.7
Cloves,Angola,AGO,Africa,0.0,3.7
Cloves,Antigua and Barbuda,ATG,North America,0.0,8.2
Cloves,Argentina,ARG,South America,0.0,57.0
Cloves,Armenia,ARM,Asia,0.0,10.4
Cloves,Australia,AUS,Oceania,0.0,142.4
Cloves,Austria,AUT,Europe,0.0,67.2
Cloves,Azerbaijan,AZE,Asia,0.0,40.3
Cloves,Bahamas,BHS,North America,0.0,3.2
Cloves,Bahrain,BHR,Asia,0.0,64.4
Cloves,Bangladesh,BGD,Asia,0.0,1655.8
Cloves,Barbados,BRB,North America,0.0,10.8
Cloves,Belarus,BLR,Europe,0.0,2.8
Cloves,Belgium,BEL,Europe,0.0,44.9
Cloves,Belize,BLZ,North America,0.0,0.0
Cloves,Benin,BEN,Africa,0.0,2.0
Cloves,Bhutan,BTN,Asia,0.0,4.0
Cloves,Bolivia (Plurinational State of),BOL,South America,0.0,83.7
Cloves,Bosnia and Herzegovina,BIH,Europe,0.0,4.4
Cloves,Botswana,BWA,Africa,0.0,4.5
Cloves,Brazil,BRA,South America,0.0,-237.8
Cloves,Brunei Darussalam,BRN,Asia,0.0,7.7
Cloves,Bulgaria,BGR,Europe,0.0,16.8
Cloves,Burundi,BDI,Africa,0.0,0.0
Cloves,Cabo Verde,CPV,Africa,0.0,3.5
Cloves,Cambodia,KHM,Asia,0.0,0.1
Cloves,Cameroon,CMR,Africa,0.0,7.0
Cloves,Canada,CAN,North America,0.0,259.4
Cloves,Chad,TCD,Africa,0.0,19.1
Cloves,Chile,CHL,South America,0.0,205.5
Cloves,"China, Hong Kong SAR",HKG,Asia,0.0,11.0
Cloves,"China, Macao SAR",MAC,Asia,0.0,0.2
Cloves,"China, mainland",CHN,Asia,1322.6,3430.6
Cloves,"China, Taiwan Province of",TWN,Asia,0.0,151.4
Cloves,Colombia,COL,South America,0.0,163.5
Cloves,Comoros,COM,Africa,7662.7,-1277.4
Cloves,Congo,COG,Africa,0.0,31.1
Cloves,Cook Islands,COK,Oceania,0.0,0.1
Cloves,Costa Rica,CRI,North America,0.0,24.9
Cloves,Côte d'Ivoire,CIV,Africa,0.0,6.3
Cloves,Croatia,HRV,Europe,0.0,10.7
Cloves,Cuba,CUB,North America,0.0,2.5
Cloves,Cyprus,CYP,Europe,0.0,11.9
Cloves,Czechia,CZE,Europe,0.0,49.8
Cloves,Democratic Republic of the Congo,COD,Africa,0.0,10.1
Cloves,Denmark,DNK,Europe,0.0,30.6
Cloves,Djibouti,DJI,Africa,0.0,96.3
Cloves,Dominica,DMA,North America,0.0,0.4
Cloves,Dominican Republic,DOM,North America,0.0,401.0
Cloves,Ecuador,ECU,South America,0.0,40.8
Cloves,Egypt,EGY,Africa,0.0,274.8
Cloves,El Salvador,SLV,North America,0.0,22.7
Cloves,Equatorial Guinea,GNQ,Africa,0.0,0.3
Cloves,Estonia,EST,Europe,0.0,4.4
Cloves,Eswatini,SWZ,Africa,0.0,3.1
Cloves,Ethiopia,ETH,Africa,0.0,452.6
Cloves,Faroe Islands,FRO,Europe,0.0,0.1
Cloves,Fiji,FJI,Oceania,0.0,38.9
Cloves,Finland,FIN,Europe,0.0,22.9
Cloves,France,FRA,Europe,0.0,178.1
Cloves,French Polynesia,PYF,Oceania,0.0,0.1
Cloves,Gabon,GAB,Africa,0.0,9.1
Cloves,Gambia,GMB,Africa,0.0,-0.0
Cloves,Georgia,GEO,Asia,0.0,11.0
Cloves,Germany,DEU,Europe,0.0,466.3
Cloves,Ghana,GHA,Africa,0.0,108.8
Cloves,Greece,GRC,Europe,0.0,47.4
Cloves,Grenada,GRD,North America,41.7,44.2
Cloves,Guatemala,GTM,North America,0.0,-8.2
Cloves,Guinea,GIN,Africa,0.0,26.4
Cloves,Guinea-Bissau,GNB,Africa,0.0,0.1
Cloves,Guyana,GUY,South America,0.0,20.5
Cloves,Haiti,HTI,North America,0.0,224.2
Cloves,Honduras,HND,North America,0.0,24.9
Cloves,Hungary,HUN,Europe,0.0,43.8
Cloves,Iceland,ISL,Europe,0.0,1.6
Cloves,India,IND,Asia,0.0,20651.6
Cloves,Indonesia,IDN,Asia,135178.0,145129.8
Cloves,Iran (Islamic Republic of),IRN,Asia,0.0,604.3
Cloves,Iraq,IRQ,Asia,0.0,1221.5
Cloves,Ireland,IRL,Europe,0.0,25.4
Cloves,Israel,ISR,Asia,0.0,15.2
Cloves,Italy,ITA,Europe,0.0,213.1
Cloves,Jamaica,JAM,North America,0.0,15.7
Cloves,Japan,JPN,Asia,0.0,377.5
Cloves,Jordan,JOR,Asia,0.0,94.6
Cloves,Kazakhstan,KAZ,Asia,0.0,38.0
Cloves,Kenya,KEN,Africa,2103.3,1782.7
Cloves,Kiribati,KIR,Oceania,0.0,0.0
Cloves,Kuwait,KWT,Asia,0.0,204.5
Cloves,Kyrgyzstan,KGZ,Asia,0.0,13.4
Cloves,Latvia,LVA,Europe,0.0,9.6
Cloves,Lebanon,LBN,Asia,0.0,119.0
Cloves,Lesotho,LSO,Africa,0.0,2.5
Cloves,Liberia,LBR,Africa,0.0,8.3
Cloves,Libya,LBY,Africa,0.0,163.5
Cloves,Lithuania,LTU,Europe,0.0,7.4
Cloves,Luxembourg,LUX,Europe,0.0,1.3
Cloves,Madagascar,MDG,Africa,24680.8,-15210.1
Cloves,Malawi,MWI,Africa,0.0,0.1
Cloves,Malaysia,MYS,Asia,221.1,728.7
Cloves,Maldives,MDV,Asia,0.0,82.0
Cloves,Mali,MLI,Africa,0.0,3.5
Cloves,Malta,MLT,Europe,0.0,2.6
Cloves,Mauritania,MRT,Africa,0.0,26.9
Cloves,Mauritius,MUS,Africa,0.0,42.8
Cloves,Mexico,MEX,North America,0.0,304.6
Cloves,Mongolia,MNG,Asia,0.0,-0.1
Cloves,Montenegro,MNE,Europe,0.0,0.8
Cloves,Morocco,MAR,Africa,0.0,157.6
Cloves,Mozambique,MOZ,Africa,0.0,0.7
Cloves,Myanmar,MMR,Asia,0.0,82.1
Cloves,Namibia,NAM,Africa,0.0,3.4
Cloves,Nauru,NRU,Oceania,0.0,0.0
Cloves,Nepal,NPL,Asia,0.0,247.6
Cloves,Netherlands (Kingdom of the),NLD,Europe,0.0,214.9
Cloves,New Caledonia,NCL,Oceania,0.0,0.1
Cloves,New Zealand,NZL,Oceania,0.0,25.6
Cloves,Nicaragua,NIC,North America,0.0,16.1
Cloves,Niger,NER,Africa,0.0,1.1
Cloves,Nigeria,NGA,Africa,0.0,495.1
Cloves,North Macedonia,MKD,Europe,0.0,1.9
Cloves,Norway,NOR,Europe,0.0,21.6
Cloves,Oman,OMN,Asia,0.0,194.4
Cloves,Pakistan,PAK,Asia,0.0,1556.0
Cloves,Panama,PAN,North America,0.0,25.0
Cloves,Papua New Guinea,PNG,Oceania,0.0,0.2
Cloves,Paraguay,PRY,South America,0.0,0.3
Cloves,Peru,PER,South America,0.0,682.9
Cloves,Philippines,PHL,Asia,0.0,2.6
Cloves,Poland,POL,Europe,0.0,260.6
Cloves,Portugal,PRT,Europe,0.0,16.9
Cloves,Qatar,QAT,Asia,0.0,192.5
Cloves,Republic of Korea,KOR,Asia,0.0,80.6
Cloves,Republic of Moldova,MDA,Europe,0.0,2.2
Cloves,Romania,ROU,Europe,0.0,36.9
