spice,area,cca3,continent,production,consumption
Cloves,Russian Federation,RUS,Europe,0.0,209.8
Cloves,Rwanda,RWA,Africa,0.0,0.4
Cloves,Saint Kitts and Nevis,KNA,North America,0.0,0.0
Cloves,Saint Lucia,LCA,North America,0.0,1.6
Cloves,Saint Vincent and the Grenadines,VCT,North America,0.0,0.2
Cloves,Samoa,WSM,Oceania,0.0,0.2
Cloves,Sao Tome and Principe,STP,Africa,0.0,0.1
Cloves,Saudi Arabia,SAU,Asia,0.0,1990.9
Cloves,Senegal,SEN,Africa,0.0,382.8
Cloves,Serbia,SRB,Europe,0.0,6.7
Cloves,Seychelles,SYC,Africa,0.0,9.8
Cloves,Sierra Leone,SLE,Africa,0.0,0.2
Cloves,Singapore,SGP,Asia,0.0,-676.5
Cloves,Slovakia,SVK,Europe,0.0,22.0
Cloves,Slovenia,SVN,Europe,0.0,5.7
Cloves,Solomon Islands,SLB,Oceania,0.0,0.0
Cloves,Somalia,SOM,Africa,0.0,176.1
Cloves,South Africa,ZAF,Africa,0.0,366.4
Cloves,South Sudan,SSD,Africa,0.0,90.8
Cloves,Spain,ESP,Europe,0.0,49.4
Cloves,Sri Lanka,LKA,Asia,5899.0,67.2
Cloves,Sudan,SDN,Africa,0.0,431.0
Cloves,Suriname,SUR,South America,0.0,0.7
Cloves,Sweden,SWE,Europe,0.0,99.8
Cloves,Switzerland,CHE,Europe,0.0,34.3
Cloves,Syrian Arab Republic,SYR,Asia,0.0,480.1
Cloves,Thailand,THA,Asia,0.0,117.4
Cloves,Timor-Leste,TLS,Asia,0.0,-47.2
Cloves,Tonga,TON,Oceania,0.0,0.1
Cloves,Trinidad and Tobago,TTO,North America,0.0,41.4
Cloves,Tunisia,TUN,Africa,0.0,63.8
Cloves,Türkiye,TUR,Asia,0.0,422.6
Cloves,Turkmenistan,TKM,Asia,0.0,0.0
Cloves,Uganda,UGA,Africa,0.0,3.9
Cloves,Ukraine,UKR,Europe,0.0,53.1
Cloves,United Arab Emirates,ARE,Asia,0.0,-147.8
Cloves,United Kingdom of Great Britain and Northern Ireland,GBR,Europe,0.0,466.5
Cloves,United Republic of Tanzania,TZA,Africa,8581.9,3955.5
Cloves,United States of America,USA,North America,0.0,1838.2
Cloves,Uruguay,URY,South America,0.0,3.0
Cloves,Uzbekistan,UZB,Asia,0.0,28.1
Cloves,Vanuatu,VUT,Oceania,0.0,0.1
Cloves,Venezuela (Bolivarian Republic of),VEN,South America,0.0,34.2
Cloves,Viet Nam,VNM,Asia,0.0,603.4
Cloves,Yemen,YEM,Asia,0.0,503.9
Cloves,Zambia,ZMB,Africa,0.0,12.8
Cloves,Zimbabwe,ZWE,Africa,0.0,6.5
Ginger,Afghanistan,AFG,Asia,0.0,301.2
Ginger,Albania,ALB,Europe,0.0,125.3
Ginger,Algeria,DZA,Africa,0.0,1527.8
Ginger,Angola,AGO,Africa,0.0,82.3
Ginger,Antigua and Barbuda,ATG,North America,0.0,53.3
Ginger,Argentina,ARG,South America,0.0,1308.5
Ginger,Armenia,ARM,Asia,0.0,76.4
Ginger,Australia,AUS,Oceania,4922.0,5605.2
Ginger,Austria,AUT,Europe,0.0,2147.8
Ginger,Azerbaijan,AZE,Asia,0.0,335.7
Ginger,Bahamas,BHS,North America,0.0,153.0
Ginger,Bahrain,BHR,Asia,0.0,2427.4
Ginger,Bangladesh,BGD,Asia,83726.0,151693.0
Ginger,Barbados,BRB,North America,0.0,115.7
Ginger,Belarus,BLR,Europe,0.0,1293.9
Ginger,Belgium,BEL,Europe,0.0,1384.5
Ginger,Belize,BLZ,North America,81.0,81.1
Ginger,Benin,BEN,Africa,0.0,551.0
Ginger,Bhutan,BTN,Asia,3076.0,2525.3
Ginger,Bolivia (Plurinational State of),BOL,South America,0.0,1.0
Ginger,Bosnia and Herzegovina,BIH,Europe,0.0,184.3
Ginger,Botswana,BWA,Africa,0.0,125.6
Ginger,Brazil,BRA,South America,0.0,-31832.3
Ginger,Brunei Darussalam,BRN,Asia,0.0,2126.0
Ginger,Bulgaria,BGR,Europe,0.0,847.9
Ginger,Burkina Faso,BFA,Africa,0.0,439.5
Ginger,Burundi,BDI,Africa,0.0,600.4
Ginger,Cabo Verde,CPV,Africa,0.0,39.8
Ginger,Cambodia,KHM,Asia,0.0,-19.1
Ginger,Cameroon,CMR,Africa,51763.5,51564.1
Ginger,Canada,CAN,North America,0.0,19285.2
Ginger,Central African Republic,CAF,Africa,0.0,68.1
Ginger,Chad,TCD,Africa,0.0,0.0
Ginger,Chile,CHL,South America,0.0,1767.2
Ginger,"China, Hong Kong SAR",HKG,Asia,0.0,592.2
Ginger,"China, Macao SAR",MAC,Asia,0.0,1516.3
Ginger,"China, mainland",CHN,Asia,672914.4,395446.5
Ginger,"China, Taiwan Province of",TWN,Asia,24433.2,23981.8
Ginger,Colombia,COL,South America,0.0,923.1
Ginger,Comoros,COM,Africa,0.0,19.8
Ginger,Congo,COG,Africa,0.0,2.4
Ginger,Cook Islands,COK,Oceania,0.0,5.5
Ginger,Costa Rica,CRI,North America,3893.4,-110.4
Ginger,Côte d'Ivoire,CIV,Africa,6908.2,-3323.0
Ginger,Croatia,HRV,Europe,0.0,486.3
Ginger,Cuba,CUB,North America,0.0,7.4
Ginger,Cyprus,CYP,Europe,0.0,172.6
Ginger,Czechia,CZE,Europe,0.0,1940.3
Ginger,Democratic Republic of the Congo,COD,Africa,0.0,44.2
Ginger,Denmark,DNK,Europe,0.0,1882.2
Ginger,Djibouti,DJI,Africa,0.0,622.7
Ginger,Dominica,DMA,North America,167.9,-50.1
Ginger,Dominican Republic,DOM,North America,199.7,311.6
Ginger,Ecuador,ECU,South America,0.0,-2094.5
Ginger,Egypt,EGY,Africa,0.0,1399.0
Ginger,El Salvador,SLV,North America,0.0,163.7
Ginger,Equatorial Guinea,GNQ,Africa,0.0,1.3
Ginger,Eritrea,ERI,Africa,0.0,7.0
Ginger,Estonia,EST,Europe,0.0,118.7
Ginger,Eswatini,SWZ,Africa,0.0,40.1
Ginger,Ethiopia,ETH,Africa,9734.4,9691.7
Ginger,Faroe Islands,FRO,Europe,0.0,8.4
Ginger,Finland,FIN,Europe,0.0,557.6
Ginger,France,FRA,Europe,0.0,6979.4
Ginger,French Polynesia,PYF,Oceania,61.6,66.8
Ginger,Gabon,GAB,Africa,0.0,4.7
Ginger,Gambia,GMB,Africa,0.0,14.6
Ginger,Georgia,GEO,Asia,0.0,134.9
Ginger,Germany,DEU,Europe,0.0,22239.8
Ginger,Ghana,GHA,Africa,95.9,46.1
Ginger,Greece,GRC,Europe,0.0,859.1
Ginger,Grenada,GRD,North America,130.0,147.0
Ginger,Guatemala,GTM,North America,0.0,29.6
Ginger,Guinea,GIN,Africa,0.0,-2.6
Ginger,Guinea-Bissau,GNB,Africa,0.0,0.1
Ginger,Guyana,GUY,South America,51168.6,51231.8
Ginger,Honduras,HND,North America,0.0,-1638.9
Ginger,Hungary,HUN,Europe,0.0,682.4
Ginger,Iceland,ISL,Europe,0.0,120.0
Ginger,India,IND,Asia,2201000.0,2184135.8
Ginger,Indonesia,IDN,Asia,198873.3,164195.6
Ginger,Iran (Islamic Republic of),IRN,Asia,0.0,3012.5
Ginger,Iraq,IRQ,Asia,0.0,2058.8
Ginger,Ireland,IRL,Europe,0.0,1183.9
Ginger,Israel,ISR,Asia,0.0,1855.1
Ginger,Italy,ITA,Europe,0.0,5313.9
Ginger,Jamaica,JAM,North America,941.0,985.1
Ginger,Japan,JPN,Asia,45032.8,96609.9
Ginger,Jordan,JOR,Asia,0.0,948.2
Ginger,Kazakhstan,KAZ,Asia,0.0,832.5
Ginger,Kenya,KEN,Africa,740.4,1729.9
Ginger,Kiribati,KIR,Oceania,0.0,6.1
Ginger,Kuwait,KWT,Asia,0.0,6276.2
Ginger,Kyrgyzstan,KGZ,Asia,0.0,134.0
Ginger,Lao People's Democratic Republic,LAO,Asia,0.0,-2374.7
Ginger,Latvia,LVA,Europe,0.0,23.1
Ginger,Lebanon,LBN,Asia,0.0,464.1
Ginger,Lesotho,LSO,Africa,0.0,72.6
Ginger,Liberia,LBR,Africa,0.0,14.6
Ginger,Libya,LBY,Africa,0.0,642.0
Ginger,Lithuania,LTU,Europe,0.0,294.4
Ginger,Luxembourg,LUX,Europe,0.0,107.3
Ginger,Madagascar,MDG,Africa,392.9,145.5
Ginger,Malawi,MWI,Africa,0.0,579.8
Ginger,Malaysia,MYS,Asia,9089.9,62175.8
Ginger,Maldives,MDV,Asia,0.0,588.9
Ginger,Mali,MLI,Africa,36783.4,41209.4
Ginger,Malta,MLT,Europe,0.0,142.6
Ginger,Mauritania,MRT,Africa,0.0,66.9
Ginger,Mauritius,MUS,Africa,1758.0,1768.9
Ginger,Mexico,MEX,North America,2705.2,836.0
Ginger,Mongolia,MNG,Asia,0.0,10.2
Ginger,Montenegro,MNE,Europe,0.0,77.7
Ginger,Morocco,MAR,Africa,0.0,7388.8
Ginger,Mozambique,MOZ,Africa,0.0,-457.9
Ginger,Myanmar,MMR,Asia,0.0,-21720.9
Ginger,Namibia,NAM,Africa,0.0,92.2
Ginger,Nauru,NRU,Oceania,0.0,0.3
Ginger,Nepal,NPL,Asia,309533.2,292214.5
Ginger,Netherlands (Kingdom of the),NLD,Europe,0.0,37658.5
Ginger,New Caledonia,NCL,Oceania,0.0,49.7
Ginger,New Zealand,NZL,Oceania,0.0,2029.1
Ginger,Nicaragua,NIC,North America,0.0,-424.7
Ginger,Niger,NER,Africa,0.0,193.9
Ginger,Nigeria,NGA,Africa,781640.7,728155.9
Ginger,Niue,NIU,Oceania,0.0,0.3
Ginger,North Macedonia,MKD,Europe,0.0,134.5
Ginger,Norway,NOR,Europe,0.0,1192.0
Ginger,Oman,OMN,Asia,0.0,7130.3
Ginger,Pakistan,PAK,Asia,5.0,75274.2
Ginger,Palestine,PSE,Asia,0.0,8.2
Ginger,Panama,PAN,North America,5018.0,4925.6
Ginger,Papua New Guinea,PNG,Oceania,0.0,1.2
Ginger,Paraguay,PRY,South America,0.0,1.8
Ginger,Peru,PER,South America,62228.7,-11595.1
Ginger,Philippines,PHL,Asia,29153.7,29795.9
Ginger,Poland,POL,Europe,0.0,4674.9
Ginger,Portugal,PRT,Europe,0.0,1416.8
Ginger,Qatar,QAT,Asia,0.0,7154.0
Ginger,Republic of Korea,KOR,Asia,26012.0,31678.4
Ginger,Republic of Moldova,MDA,Europe,0.0,168.6
Ginger,Romania,ROU,Europe,0.0,1002.0
Ginger,Russian Federation,RUS,Europe,0.0,6237.4
Ginger,Rwanda,RWA,Africa,0.0,38.9
Ginger,Saint Kitts and Nevis,KNA,North America,0.0,16.4
Ginger,Saint Lucia,LCA,North America,23.0,36.5
Ginger,Saint Vincent and the Grenadines,VCT,North America,0.0,-659.0
Ginger,Samoa,WSM,Oceania,0.0,0.5
Ginger,Sao Tome and Principe,STP,Africa,0.0,0.4
Ginger,Saudi Arabia,SAU,Asia,0.0,30929.1
Ginger,Senegal,SEN,Africa,0.0,3872.7
Ginger,Serbia,SRB,Europe,0.0,548.2
Ginger,Seychelles,SYC,Africa,0.0,299.6
Ginger,Sierra Leone,SLE,Africa,0.0,0.6
Ginger,Singapore,SGP,Asia,0.0,10165.9
Ginger,Slovakia,SVK,Europe,0.0,480.6
Ginger,Slovenia,SVN,Europe,0.0,22.7
Ginger,Solomon Islands,SLB,Oceania,0.0,0.6
Ginger,Somalia,SOM,Africa,0.0,1079.8
Ginger,South Africa,ZAF,Africa,0.0,1967.3
Ginger,South Sudan,SSD,Africa,0.0,684.4
Ginger,Spain,ESP,Europe,0.0,4847.0
Ginger,Sri Lanka,LKA,Asia,59514.0,59416.7
Ginger,Sudan,SDN,Africa,0.0,1932.5
Ginger,Suriname,SUR,South America,0.0,80.1
Ginger,Sweden,SWE,Europe,0.0,2415.8
Ginger,Switzerland,CHE,Europe,0.0,2345.3
Ginger,Syrian Arab Republic,SYR,Asia,0.0,86.5
Ginger,Tajikistan,TJK,Asia,0.0,4.0
Ginger,Thailand,THA,Asia,174103.2,97378.2
Ginger,Timor-Leste,TLS,Asia,0.0,4.1
Ginger,Togo,TGO,Africa,0.0,6.1
Ginger,Tonga,TON,Oceania,0.0,6.7
Ginger,Trinidad and Tobago,TTO,North America,11.0,351.1
Ginger,Tunisia,TUN,Africa,0.0,375.9
Ginger,Türkiye,TUR,Asia,0.0,2419.2
Ginger,Turkmenistan,TKM,Asia,0.0,0.0
Ginger,Uganda,UGA,Africa,1589.8,-2349.6
Ginger,Ukraine,UKR,Europe,0.0,1656.3
Ginger,United Arab Emirates,ARE,Asia,0.0,19596.0
Ginger,United Kingdom of Great Britain and Northern Ireland,GBR,Europe,0.0,25928.2
Ginger,United Republic of Tanzania,TZA,Africa,987.7,198.3
Ginger,United States of America,USA,North America,661.8,88694.6
Ginger,Uruguay,URY,South America,0.0,324.6
Ginger,Uzbekistan,UZB,Asia,0.0,308.8
Ginger,Vanuatu,VUT,Oceania,180.0,180.1
Ginger,Venezuela (Bolivarian Republic of),VEN,South America,0.0,6.0
Ginger,Viet Nam,VNM,Asia,0.0,2698.7
Ginger,Yemen,YEM,Asia,0.0,9725.7
Ginger,Zambia,ZMB,Africa,0.0,-166.6
Ginger,Zimbabwe,ZWE,Africa,0.0,15.0
Nutmeg/Mace/Cardamom,Afghanistan,AFG,Asia,0.0,820.6
Nutmeg/Mace/Cardamom,Albania,ALB,Europe,0.0,1.7
Nutmeg/Mace/Cardamom,Algeria,DZA,Africa,0.0,29.4
Nutmeg/Mace/Cardamom,Angola,AGO,Africa,0.0,7.0
Nutmeg/Mace/Cardamom,Antigua and Barbuda,ATG,North America,0.0,13.0
Nutmeg/Mace/Cardamom,Argentina,ARG,South America,0.0,355.3
Nutmeg/Mace/Cardamom,Armenia,ARM,Asia,0.0,2.8
Nutmeg/Mace/Cardamom,Australia,AUS,Oceania,0.0,477.6
Nutmeg/Mace/Cardamom,Austria,AUT,Europe,0.0,230.9
Nutmeg/Mace/Cardamom,Azerbaijan,AZE,Asia,0.0,14.5
Nutmeg/Mace/Cardamom,Bahamas,BHS,North America,0.0,5.7
Nutmeg/Mace/Cardamom,Bahrain,BHR,Asia,0.0,248.5
Nutmeg/Mace/Cardamom,Bangladesh,BGD,Asia,0.0,5302.0
Nutmeg/Mace/Cardamom,Barbados,BRB,North America,0.0,12.9
Nutmeg/Mace/Cardamom,Belarus,BLR,Europe,0.0,1.4
Nutmeg/Mace/Cardamom,Belgium,BEL,Europe,0.0,366.0
Nutmeg/Mace/Cardamom,Belize,BLZ,North America,0.0,0.1
Nutmeg/Mace/Cardamom,Benin,BEN,Africa,0.0,1.6
Nutmeg/Mace/Cardamom,Bhutan,BTN,Asia,1103.6,814.5
Nutmeg/Mace/Cardamom,Bolivia (Plurinational State of),BOL,South America,0.0,2.2
Nutmeg/Mace/Cardamom,Bosnia and Herzegovina,BIH,Europe,0.0,2.6
Nutmeg/Mace/Cardamom,Botswana,BWA,Africa,0.0,3.5
Nutmeg/Mace/Cardamom,Brazil,BRA,South America,0.0,396.1
Nutmeg/Mace/Cardamom,Brunei Darussalam,BRN,Asia,0.0,5.4
Nutmeg/Mace/Cardamom,Bulgaria,BGR,Europe,0.0,29.3
Nutmeg/Mace/Cardamom,Burundi,BDI,Africa,0.0,1.3
Nutmeg/Mace/Cardamom,Cabo Verde,CPV,Africa,0.0,6.2
Nutmeg/Mace/Cardamom,Cambodia,KHM,Asia,0.0,12.8
Nutmeg/Mace/Cardamom,Cameroon,CMR,Africa,0.0,37.5
Nutmeg/Mace/Cardamom,Canada,CAN,North America,0.0,831.7
Nutmeg/Mace/Cardamom,Chad,TCD,Africa,0.0,1.4
Nutmeg/Mace/Cardamom,Chile,CHL,South America,0.0,34.6
Nutmeg/Mace/Cardamom,"China, Hong Kong SAR",HKG,Asia,0.0,-7.8
Nutmeg/Mace/Cardamom,"China, Macao SAR",MAC,Asia,0.0,14.4
Nutmeg/Mace/Cardamom,"China, mainland",CHN,Asia,0.0,30684.9
Nutmeg/Mace/Cardamom,"China, Taiwan Province of",TWN,Asia,0.0,234.3
Nutmeg/Mace/Cardamom,Colombia,COL,South America,0.0,44.2
Nutmeg/Mace/Cardamom,Comoros,COM,Africa,0.0,22.2
Nutmeg/Mace/Cardamom,Congo,COG,Africa,0.0,38.6
Nutmeg/Mace/Cardamom,Cook Islands,COK,Oceania,0.0,0.1
Nutmeg/Mace/Cardamom,Costa Rica,CRI,North America,0.0,14.6
Nutmeg/Mace/Cardamom,Côte d'Ivoire,CIV,Africa,0.0,4.3
Nutmeg/Mace/Cardamom,Croatia,HRV,Europe,0.0,53.2
Nutmeg/Mace/Cardamom,Cuba,CUB,North America,0.0,18.1
Nutmeg/Mace/Cardamom,Cyprus,CYP,Europe,0.0,9.8
Nutmeg/Mace/Cardamom,Czechia,CZE,Europe,0.0,47.5
Nutmeg/Mace/Cardamom,Democratic Republic of the Congo,COD,Africa,0.0,98.9
Nutmeg/Mace/Cardamom,Denmark,DNK,Europe,0.0,105.2
Nutmeg/Mace/Cardamom,Djibouti,DJI,Africa,0.0,3.5
Nutmeg/Mace/Cardamom,Dominica,DMA,North America,2.5,6.2
Nutmeg/Mace/Cardamom,Dominican Republic,DOM,North America,0.0,281.5
Nutmeg/Mace/Cardamom,Ecuador,ECU,South America,0.0,-2.1
Nutmeg/Mace/Cardamom,Egypt,EGY,Africa,0.0,2371.2
Nutmeg/Mace/Cardamom,El Salvador,SLV,North America,0.0,5.6
Nutmeg/Mace/Cardamom,Equatorial Guinea,GNQ,Africa,0.0,0.3
Nutmeg/Mace/Cardamom,Eritrea,ERI,Africa,0.0,0.0
Nutmeg/Mace/Cardamom,Estonia,EST,Europe,0.0,40.5
Nutmeg/Mace/Cardamom,Eswatini,SWZ,Africa,0.0,0.2
Nutmeg/Mace/Cardamom,Ethiopia,ETH,Africa,163.8,378.3
Nutmeg/Mace/Cardamom,Faroe Islands,FRO,Europe,0.0,0.6
Nutmeg/Mace/Cardamom,Fiji,FJI,Oceania,0.0,39.6
Nutmeg/Mace/Cardamom,Finland,FIN,Europe,0.0,116.0
Nutmeg/Mace/Cardamom,France,FRA,Europe,0.0,744.8
Nutmeg/Mace/Cardamom,French Polynesia,PYF,Oceania,0.0,0.0
Nutmeg/Mace/Cardamom,Gabon,GAB,Africa,0.0,0.3
Nutmeg/Mace/Cardamom,Gambia,GMB,Africa,0.0,-5.0
Nutmeg/Mace/Cardamom,Georgia,GEO,Asia,0.0,8.8
Nutmeg/Mace/Cardamom,Germany,DEU,Europe,0.0,1744.7
Nutmeg/Mace/Cardamom,Ghana,GHA,Africa,0.0,309.7
Nutmeg/Mace/Cardamom,Greece,GRC,Europe,0.0,70.9
Nutmeg/Mace/Cardamom,Grenada,GRD,North America,714.0,171.4
Nutmeg/Mace/Cardamom,Guatemala,GTM,North America,95210.9,45558.3
Nutmeg/Mace/Cardamom,Guinea,GIN,Africa,0.0,1.5
Nutmeg/Mace/Cardamom,Guinea-Bissau,GNB,Africa,0.0,0.0
Nutmeg/Mace/Cardamom,Guyana,GUY,South America,0.0,18.1
Nutmeg/Mace/Cardamom,Haiti,HTI,North America,0.0,6.9
Nutmeg/Mace/Cardamom,Honduras,HND,North America,603.8,387.7
Nutmeg/Mace/Cardamom,Hungary,HUN,Europe,0.0,46.0
Nutmeg/Mace/Cardamom,Iceland,ISL,Europe,0.0,5.9
Nutmeg/Mace/Cardamom,India,IND,Asia,54000.0,58234.1
Nutmeg/Mace/Cardamom,Indonesia,IDN,Asia,43790.0,-775.0
Nutmeg/Mace/Cardamom,Iran (Islamic Republic of),IRN,Asia,0.0,1345.9
Nutmeg/Mace/Cardamom,Iraq,IRQ,Asia,0.0,2269.9
Nutmeg/Mace/Cardamom,Ireland,IRL,Europe,0.0,37.8
Nutmeg/Mace/Cardamom,Israel,ISR,Asia,0.0,277.8
Nutmeg/Mace/Cardamom,Italy,ITA,Europe,0.0,507.6
Nutmeg/Mace/Cardamom,Jamaica,JAM,North America,0.0,52.5
Nutmeg/Mace/Cardamom,Japan,JPN,Asia,0.0,846.0
Nutmeg/Mace/Cardamom,Jordan,JOR,Asia,0.0,1869.3
Nutmeg/Mace/Cardamom,Kazakhstan,KAZ,Asia,0.0,21.9
Nutmeg/Mace/Cardamom,Kenya,KEN,Africa,59.0,90.8
Nutmeg/Mace/Cardamom,Kuwait,KWT,Asia,0.0,804.7
Nutmeg/Mace/Cardamom,Kyrgyzstan,KGZ,Asia,0.0,9.9
Nutmeg/Mace/Cardamom,Lao People's Democratic Republic,LAO,Asia,9142.5,9118.6
Nutmeg/Mace/Cardamom,Latvia,LVA,Europe,0.0,-33.7
Nutmeg/Mace/Cardamom,Lebanon,LBN,Asia,0.0,244.8
Nutmeg/Mace/Cardamom,Lesotho,LSO,Africa,0.0,0.1
Nutmeg/Mace/Cardamom,Liberia,LBR,Africa,0.0,19.8
Nutmeg/Mace/Cardamom,Libya,LBY,Africa,0.0,141.2
Nutmeg/Mace/Cardamom,Lithuania,LTU,Europe,0.0,31.9
Nutmeg/Mace/Cardamom,Luxembourg,LUX,Europe,0.0,6.0
Nutmeg/Mace/Cardamom,Madagascar,MDG,Africa,16.6,16.9
Nutmeg/Mace/Cardamom,Malawi,MWI,Africa,91.1,91.2
Nutmeg/Mace/Cardamom,Malaysia,MYS,Asia,232.4,1013.5
Nutmeg/Mace/Cardamom,Maldives,MDV,Asia,0.0,115.1
Nutmeg/Mace/Cardamom,Mali,MLI,Africa,0.0,-9.5
Nutmeg/Mace/Cardamom,Malta,MLT,Europe,0.0,5.4
Nutmeg/Mace/Cardamom,Mauritania,MRT,Africa,0.0,1.6
Nutmeg/Mace/Cardamom,Mauritius,MUS,Africa,0.0,36.0
Nutmeg/Mace/Cardamom,Mexico,MEX,North America,0.0,14.7
Nutmeg/Mace/Cardamom,Mongolia,MNG,Asia,0.0,0.0
Nutmeg/Mace/Cardamom,Montenegro,MNE,Europe,0.0,0.7
Nutmeg/Mace/Cardamom,Morocco,MAR,Africa,0.0,273.5
Nutmeg/Mace/Cardamom,Mozambique,MOZ,Africa,0.0,4.1
Nutmeg/Mace/Cardamom,Myanmar,MMR,Asia,0.0,-20.5
Nutmeg/Mace/Cardamom,Namibia,NAM,Africa,0.0,11.5
Nutmeg/Mace/Cardamom,Nauru,NRU,Oceania,0.0,0.0
Nutmeg/Mace/Cardamom,Nepal,NPL,Asia,8674.0,1441.5
Nutmeg/Mace/Cardamom,Netherlands (Kingdom of the),NLD,Europe,0.0,388.3
Nutmeg/Mace/Cardamom,New Caledonia,NCL,Oceania,0.0,0.2
Nutmeg/Mace/Cardamom,New Zealand,NZL,Oceania,0.0,80.2
Nutmeg/Mace/Cardamom,Nicaragua,NIC,North America,0.0,8.8
Nutmeg/Mace/Cardamom,Niger,NER,Africa,0.0,2.2
Nutmeg/Mace/Cardamom,Nigeria,NGA,Africa,0.0,223.5
Nutmeg/Mace/Cardamom,North Macedonia,MKD,Europe,0.0,0.8
Nutmeg/Mace/Cardamom,Norway,NOR,Europe,0.0,220.3
Nutmeg/Mace/Cardamom,Oman,OMN,Asia,0.0,700.3
Nutmeg/Mace/Cardamom,Pakistan,PAK,Asia,0.0,3342.3
Nutmeg/Mace/Cardamom,Palestine,PSE,Asia,0.0,16.0
Nutmeg/Mace/Cardamom,Panama,PAN,North America,0.0,20.8
Nutmeg/Mace/Cardamom,Papua New Guinea,PNG,Oceania,113.5,96.0
Nutmeg/Mace/Cardamom,Paraguay,PRY,South America,0.0,0.9
Nutmeg/Mace/Cardamom,Peru,PER,South America,0.0,3.3
Nutmeg/Mace/Cardamom,Philippines,PHL,Asia,0.0,81.8
Nutmeg/Mace/Cardamom,Poland,POL,Europe,0.0,287.8
Nutmeg/Mace/Cardamom,Portugal,PRT,Europe,0.0,56.2
Nutmeg/Mace/Cardamom,Qatar,QAT,Asia,0.0,438.4
Nutmeg/Mace/Cardamom,Republic of Korea,KOR,Asia,0.0,215.2
Nutmeg/Mace/Cardamom,Republic of Moldova,MDA,Europe,0.0,3.1
Nutmeg/Mace/Cardamom,Romania,ROU,Europe,0.0,21.1
Nutmeg/Mace/Cardamom,Russian Federation,RUS,Europe,0.0,193.5
Nutmeg/Mace/Cardamom,Rwanda,RWA,Africa,0.0,8.2
Nutmeg/Mace/Cardamom,Saint Kitts and Nevis,KNA,North America,0.0,0.0
Nutmeg/Mace/Cardamom,Saint Vincent and the Grenadines,VCT,North America,55.0,51.9
Nutmeg/Mace/Cardamom,Samoa,WSM,Oceania,0.0,0.2
Nutmeg/Mace/Cardamom,Sao Tome and Principe,STP,Africa,0.0,0.2
Nutmeg/Mace/Cardamom,Saudi Arabia,SAU,Asia,0.0,7852.5
Nutmeg/Mace/Cardamom,Senegal,SEN,Africa,0.0,81.3
Nutmeg/Mace/Cardamom,Serbia,SRB,Europe,0.0,5.8
Nutmeg/Mace/Cardamom,Seychelles,SYC,Africa,0.0,20.8
Nutmeg/Mace/Cardamom,Sierra Leone,SLE,Africa,0.0,0.2
Nutmeg/Mace/Cardamom,Singapore,SGP,Asia,0.0,666.0
Nutmeg/Mace/Cardamom,Slovakia,SVK,Europe,0.0,19.7
Nutmeg/Mace/Cardamom,Slovenia,SVN,Europe,0.0,8.9
Nutmeg/Mace/Cardamom,Solomon Islands,SLB,Oceania,0.0,0.0
Nutmeg/Mace/Cardamom,Somalia,SOM,Africa,0.0,723.3
Nutmeg/Mace/Cardamom,South Africa,ZAF,Africa,0.0,386.0
Nutmeg/Mace/Cardamom,South Sudan,SSD,Africa,0.0,10.7
Nutmeg/Mace/Cardamom,Spain,ESP,Europe,0.0,849.1
Nutmeg/Mace/Cardamom,Sri Lanka,LKA,Asia,4059.0,1333.5
Nutmeg/Mace/Cardamom,Sudan,SDN,Africa,0.0,520.3
Nutmeg/Mace/Cardamom,Suriname,SUR,South America,0.0,0.6
Nutmeg/Mace/Cardamom,Sweden,SWE,Europe,0.0,176.4
Nutmeg/Mace/Cardamom,Switzerland,CHE,Europe,0.0,169.9
Nutmeg/Mace/Cardamom,Syrian Arab Republic,SYR,Asia,0.0,2030.3
Nutmeg/Mace/Cardamom,Tajikistan,TJK,Asia,0.0,0.0
Nutmeg/Mace/Cardamom,Thailand,THA,Asia,0.0,230.0
Nutmeg/Mace/Cardamom,Timor-Leste,TLS,Asia,0.0,3.5
Nutmeg/Mace/Cardamom,Tonga,TON,Oceania,0.0,0.0
Nutmeg/Mace/Cardamom,Trinidad and Tobago,TTO,North America,321.1,335.5
Nutmeg/Mace/Cardamom,Tunisia,TUN,Africa,0.0,36.3
Nutmeg/Mace/Cardamom,Türkiye,TUR,Asia,0.0,2295.6
Nutmeg/Mace/Cardamom,Turkmenistan,TKM,Asia,0.0,0.2
Nutmeg/Mace/Cardamom,Uganda,UGA,Africa,0.0,9.5
Nutmeg/Mace/Cardamom,Ukraine,UKR,Europe,0.0,61.4
Nutmeg/Mace/Cardamom,United Arab Emirates,ARE,Asia,0.0,352.9
Nutmeg/Mace/Cardamom,United Kingdom of Great Britain and Northern Ireland,GBR,Europe,0.0,1287.9
Nutmeg/Mace/Cardamom,United Republic of Tanzania,TZA,Africa,800.3,692.8
Nutmeg/Mace/Cardamom,United States of America,USA,North America,0.0,2941.0
Nutmeg/Mace/Cardamom,Uruguay,URY,South America,0.0,32.8
Nutmeg/Mace/Cardamom,Uzbekistan,UZB,Asia,0.0,19.6
Nutmeg/Mace/Cardamom,Vanuatu,VUT,Oceania,0.0,0.1
Nutmeg/Mace/Cardamom,Venezuela (Bolivarian Republic of),VEN,South America,0.0,15.1
Nutmeg/Mace/Cardamom,Viet Nam,VNM,Asia,0.0,1025.9
Nutmeg/Mace/Cardamom,Yemen,YEM,Asia,0.0,2994.9
